== optuna_overnight.log: Best lines (last 200) ==
[I 2026-07-31 22:08:35,217] Trial 3453 finished with value: -2.160912666641889 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.008, 'hold_ticks': 290, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:45,584] Trial 3533 finished with value: -18.410862204396143 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 37, 'entry_rsi_max': 46, 'take_profit_pct': 0.02, 'hold_ticks': 280, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:45,727] Trial 3534 finished with value: -3.3266067290942556 and parameters: {'entry_sma_mult': 0.995, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 300, 'exit_sma_mult': 1.003, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:45,849] Trial 3535 finished with value: -6.873524860496776 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.01, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:45,970] Trial 3536 finished with value: -5.067996381703397 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 35, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 290, 'exit_sma_mult': 1.0035, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:46,095] Trial 3537 finished with value: -4.111178608171158 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 36, 'entry_rsi_max': 45, 'take_profit_pct': 0.008, 'hold_ticks': 290, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:46,216] Trial 3538 finished with value: -3.3266067290942556 and parameters: {'entry_sma_mult': 0.995, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:46,344] Trial 3539 finished with value: -74.87877821824375 and parameters: {'entry_sma_mult': 1.0, 'entry_rsi_min': 38, 'entry_rsi_max': 46, 'take_profit_pct': 0.008, 'hold_ticks': 290, 'exit_sma_mult': 1.002, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:46,473] Trial 3540 finished with value: -8.336832589573577 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 38, 'entry_rsi_max': 45, 'take_profit_pct': 0.01, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:46,605] Trial 3541 finished with value: -1.4317520234831864 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 37, 'entry_rsi_max': 46, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:46,730] Trial 3542 finished with value: -8.007828648235021 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 300, 'exit_sma_mult': 1.003, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:46,856] Trial 3543 finished with value: -24.06930557694584 and parameters: {'entry_sma_mult': 0.995, 'entry_rsi_min': 36, 'entry_rsi_max': 45, 'take_profit_pct': 0.01, 'hold_ticks': 290, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:46,990] Trial 3544 finished with value: -0.6103835453659303 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:47,120] Trial 3545 finished with value: -156.37272060065334 and parameters: {'entry_sma_mult': 1.005, 'entry_rsi_min': 36, 'entry_rsi_max': 45, 'take_profit_pct': 0.008, 'hold_ticks': 280, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:47,251] Trial 3546 finished with value: -28.829314641052587 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 28, 'entry_rsi_max': 46, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 290, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:47,382] Trial 3547 finished with value: -0.6103835453659303 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 300, 'exit_sma_mult': 1.0025, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:47,514] Trial 3548 finished with value: -4.426077059334675 and parameters: {'entry_sma_mult': 0.995, 'entry_rsi_min': 38, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:47,638] Trial 3549 finished with value: -3.6366208271553297 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 36, 'entry_rsi_max': 45, 'take_profit_pct': 0.008, 'hold_ticks': 290, 'exit_sma_mult': 1.0035, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:47,796] Trial 3550 finished with value: -1.7430807253409148 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.01, 'hold_ticks': 290, 'exit_sma_mult': 1.003, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:47,934] Trial 3551 finished with value: -2.6868326970435916 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 38, 'entry_rsi_max': 46, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:48,052] Trial 3552 finished with value: -2.160912666641889 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.008, 'hold_ticks': 290, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:48,169] Trial 3553 finished with value: -59.963335259879855 and parameters: {'entry_sma_mult': 0.9994999999999999, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.01, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:48,290] Trial 3554 finished with value: -4.426077059334675 and parameters: {'entry_sma_mult': 0.995, 'entry_rsi_min': 38, 'entry_rsi_max': 46, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 300, 'exit_sma_mult': 1.003, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:48,410] Trial 3555 finished with value: -37.89270751411199 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 36, 'entry_rsi_max': 45, 'take_profit_pct': 0.016, 'hold_ticks': 280, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:48,538] Trial 3556 finished with value: -3.2103462369542646 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 35, 'entry_rsi_max': 45, 'take_profit_pct': 0.008, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:48,660] Trial 3557 finished with value: -4.707763431769817 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 36, 'entry_rsi_max': 46, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 290, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:48,773] Trial 3558 finished with value: -9.567623931215707 and parameters: {'entry_sma_mult': 0.995, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.01, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:48,883] Trial 3559 finished with value: -0.6103835453659303 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:49,021] Trial 3560 finished with value: -7.6063487931895875 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 38, 'entry_rsi_max': 45, 'take_profit_pct': 0.008, 'hold_ticks': 300, 'exit_sma_mult': 1.0035, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:49,140] Trial 3561 finished with value: -10.446674828099543 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 36, 'entry_rsi_max': 45, 'take_profit_pct': 0.01, 'hold_ticks': 280, 'exit_sma_mult': 1.003, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:49,256] Trial 3562 finished with value: -3.166987887656942 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 37, 'entry_rsi_max': 46, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 290, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:49,372] Trial 3563 finished with value: -10.651557882997913 and parameters: {'entry_sma_mult': 0.995, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 290, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:49,487] Trial 3564 finished with value: -2.1359822399042425 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 38, 'entry_rsi_max': 45, 'take_profit_pct': 0.011, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:49,605] Trial 3565 finished with value: -5.979437534780573 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.008, 'hold_ticks': 300, 'exit_sma_mult': 1.003, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:49,742] Trial 3566 finished with value: -17.135510832764506 and parameters: {'entry_sma_mult': 0.995, 'entry_rsi_min': 36, 'entry_rsi_max': 46, 'take_profit_pct': 0.01, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:49,862] Trial 3567 finished with value: -2.5389013506082665 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 290, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:49,992] Trial 3568 finished with value: -0.6103835453659303 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:50,114] Trial 3569 finished with value: -2.6809180282218223 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 37, 'entry_rsi_max': 46, 'take_profit_pct': 0.01, 'hold_ticks': 280, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:50,229] Trial 3570 finished with value: -62.914736094441665 and parameters: {'entry_sma_mult': 0.995, 'entry_rsi_min': 38, 'entry_rsi_max': 45, 'take_profit_pct': 0.017, 'hold_ticks': 290, 'exit_sma_mult': 1.0035, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:50,346] Trial 3571 finished with value: -2.51488562339915 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 36, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 300, 'exit_sma_mult': 1.003, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:50,465] Trial 3572 finished with value: -6.003671972581669 and parameters: {'entry_sma_mult': 0.995, 'entry_rsi_min': 38, 'entry_rsi_max': 45, 'take_profit_pct': 0.008, 'hold_ticks': 290, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:50,591] Trial 3573 finished with value: -14.122234149165735 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 37, 'entry_rsi_max': 46, 'take_profit_pct': 0.014000000000000002, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:50,728] Trial 3574 finished with value: -13.232712834227437 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.021, 'hold_ticks': 290, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:50,847] Trial 3575 finished with value: -17.53853507005989 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 32, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:50,961] Trial 3576 finished with value: -3.130163007039828 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 36, 'entry_rsi_max': 45, 'take_profit_pct': 0.008, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.28}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:51,085] Trial 3577 finished with value: -2.8654153156162283 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 37, 'entry_rsi_max': 46, 'take_profit_pct': 0.01, 'hold_ticks': 290, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:51,206] Trial 3578 finished with value: -2.8000125951865815 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 38, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 290, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:51,342] Trial 3579 finished with value: -3.3266067290942556 and parameters: {'entry_sma_mult': 0.995, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:51,454] Trial 3580 finished with value: -7.497606370336264 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 38, 'entry_rsi_max': 45, 'take_profit_pct': 0.008, 'hold_ticks': 300, 'exit_sma_mult': 1.0025, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:51,572] Trial 3581 finished with value: -10.95468577608682 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 36, 'entry_rsi_max': 46, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 300, 'exit_sma_mult': 1.003, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:51,715] Trial 3582 finished with value: -9.567623931215707 and parameters: {'entry_sma_mult': 0.995, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.01, 'hold_ticks': 300, 'exit_sma_mult': 1.0035, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:51,837] Trial 3583 finished with value: -2.0329547691370133 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 290, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:51,954] Trial 3584 finished with value: -4.707763431769817 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 36, 'entry_rsi_max': 46, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 290, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:52,086] Trial 3585 finished with value: -2.822547409015151 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 38, 'entry_rsi_max': 45, 'take_profit_pct': 0.008, 'hold_ticks': 280, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:52,220] Trial 3586 finished with value: -9.567623931215707 and parameters: {'entry_sma_mult': 0.995, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.01, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:52,339] Trial 3587 finished with value: -0.6103835453659303 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:52,459] Trial 3588 finished with value: -4.111178608171158 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 36, 'entry_rsi_max': 45, 'take_profit_pct': 0.008, 'hold_ticks': 290, 'exit_sma_mult': 1.003, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:52,575] Trial 3589 finished with value: -7.131910314712489 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 38, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:52,697] Trial 3590 finished with value: -4.440882551862196 and parameters: {'entry_sma_mult': 0.995, 'entry_rsi_min': 37, 'entry_rsi_max': 46, 'take_profit_pct': 0.01, 'hold_ticks': 290, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:52,806] Trial 3591 finished with value: -0.6103835453659303 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 300, 'exit_sma_mult': 1.003, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:52,931] Trial 3592 finished with value: -2.160912666641889 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.008, 'hold_ticks': 290, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:53,048] Trial 3593 finished with value: -3.167288218708218 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 36, 'entry_rsi_max': 46, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 300, 'exit_sma_mult': 1.003, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:53,171] Trial 3594 finished with value: -3.4735251975617394 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 36, 'entry_rsi_max': 45, 'take_profit_pct': 0.01, 'hold_ticks': 280, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:53,302] Trial 3595 finished with value: -2.6243357199941055 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 35, 'entry_rsi_max': 45, 'take_profit_pct': 0.011, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:53,435] Trial 3596 finished with value: -3.3266067290942556 and parameters: {'entry_sma_mult': 0.995, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:53,562] Trial 3597 finished with value: -3.6437570646322093 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 38, 'entry_rsi_max': 46, 'take_profit_pct': 0.008, 'hold_ticks': 290, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:53,683] Trial 3598 finished with value: -3.3266067290942556 and parameters: {'entry_sma_mult': 0.995, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 300, 'exit_sma_mult': 1.0035, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:53,811] Trial 3599 finished with value: -2.4160930612360425 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 38, 'entry_rsi_max': 45, 'take_profit_pct': 0.01, 'hold_ticks': 290, 'exit_sma_mult': 1.003, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:53,926] Trial 3600 finished with value: -1.4317520234831864 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 37, 'entry_rsi_max': 46, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:54,047] Trial 3601 finished with value: -123.70756760207482 and parameters: {'entry_sma_mult': 1.002, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.008, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:54,160] Trial 3602 finished with value: -2.8000125951865815 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 38, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 290, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:54,296] Trial 3603 finished with value: -18.450220786447847 and parameters: {'entry_sma_mult': 0.995, 'entry_rsi_min': 36, 'entry_rsi_max': 45, 'take_profit_pct': 0.01, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:54,428] Trial 3604 finished with value: -2.0329547691370133 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 280, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:54,552] Trial 3605 finished with value: -2.6786226640142923 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 36, 'entry_rsi_max': 46, 'take_profit_pct': 0.008, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:54,680] Trial 3606 finished with value: -2.694809954305074 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 38, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 290, 'exit_sma_mult': 1.0035, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:54,811] Trial 3607 finished with value: -6.873524860496776 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.01, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:54,933] Trial 3608 finished with value: -5.063140168205082 and parameters: {'entry_sma_mult': 0.995, 'entry_rsi_min': 37, 'entry_rsi_max': 46, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 290, 'exit_sma_mult': 1.003, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:55,061] Trial 3609 finished with value: -12.576935869468628 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 36, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 280, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:55,185] Trial 3610 finished with value: -2.2122335505875705 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 38, 'entry_rsi_max': 46, 'take_profit_pct': 0.01, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:55,304] Trial 3611 finished with value: -2.160912666641889 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.008, 'hold_ticks': 290, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:55,417] Trial 3612 finished with value: -34.135323681006625 and parameters: {'entry_sma_mult': 0.995, 'entry_rsi_min': 36, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
